brand_name,brand_type,longitude_list,latitude_list,grid_id_list
锦秀文书店,购物服务;专卖店;书店,"[116.9730745657482, 116.9722295232183, 116.972427506876, 116.9683303507632, 116.9764971583869]","[36.60966167412758, 36.63254480833918, 36.63436416886181, 36.63290157780018, 36.63803422802282]","[2, 9, 9, 9, 10]"
海星精品民宿,住宿服务;住宿服务相关;住宿服务相关,"[117.0228610506522, 117.0228311738233, 117.0228311738233, 117.0261193645882, 117.0228411460793]","[36.70622042162343, 36.70617353288641, 36.70617353288641, 36.70617673635059, 36.70607157146409]","[76, 76, 76, 76, 76]"
顾家家居,购物服务;家居建材市场;家居建材市场,"[117.022353396558, 117.022353396558, 117.0063568560716, 116.890567668632, 117.0087199424859]","[36.68562292052431, 36.68562292052431, 36.69311117687498, 36.67043779311651, 36.68258278463036]","[58, 58, 57, 32, 57]"
幸运咖,餐饮服务;咖啡厅;咖啡厅,"[116.975880636777, 117.0569156158865, 116.9979537267393, 117.1247064493256]","[36.67511646872853, 36.68214001977223, 36.6622498559263, 36.68638261295136]","[37, 60, 38, 64]"
华帝,购物服务;家居建材市场;厨卫市场,"[117.0229121824013, 117.2287040925478, 117.229600930006, 116.9683481907737, 117.2963550129723, 117.1226316603877, 117.1477609991133, 117.2299918067787, 117.0798530858753, 117.012483190989, 116.9693868247158, 117.069016457664, 117.1495549970017]","[36.68568736085077, 36.7218266201052, 36.68102622512147, 36.66088870989175, 36.69236807009067, 36.68463222161249, 36.72064071876993, 36.71800179701171, 36.68407928756323, 36.66353454429477, 36.6986432025742, 36.65325699128523, 36.72065586781977]","[58, 101, 68, 36, 69, 64, 98, 101, 61, 39, 73, 25, 98]"
邦赛,购物服务;服装鞋帽皮具店;服装鞋帽皮具店,"[117.2276605784455, 116.8533205686112, 117.2969286199188, 117.3029419110671]","[36.72388767539046, 36.64425999665264, 36.69230614734394, 36.68038023348635]","[101, 14, 69, 70]"
傻子炸鸡,餐饮服务;中餐厅;特色/地方风味餐厅,"[117.0002438667009, 116.9728338185417, 117.1222477551764, 117.0283792655466, 117.1974802313715, 117.1278014791137, 117.1418507645685, 116.9522587268079, 117.1119200190117, 117.0910756196389, 117.0087424663118, 116.9681223660694, 116.9066129916662, 117.0646987874012, 117.1094161032805, 117.0536081925554, 117.1441018639575, 117.1124676768289, 117.0508983374452, 117.0695378721626, 116.9832101901183, 117.0740965834446, 117.0587726619021, 117.1096924027271, 116.9783848192264, 116.931469702386, 117.097506153952, 117.0557490856057, 117.0358764837131, 117.0049460050424, 117.0231169674094, 117.1049743449938, 117.0992712752009, 117.0496128259601, 117.0475735111199, 117.0928536537237, 116.9441790990259, 117.0774981704039, 117.2120113739871, 117.0655948097447, 117.0853875950608, 117.1555339389145, 117.1314541985266, 116.9958007016848, 117.0351250107098, 117.0807600036142, 116.9857267052008, 117.1295974014999, 117.090399029737, 116.9826036851559, 117.079481956284, 117.2950413445762, 117.1735590349283, 117.0609048403323, 117.1473626288579, 117.1116063522111, 117.224477016989, 117.0229097371414, 117.1274633952879, 117.032651664007, 116.9490476460292, 117.2171930449356, 117.0590110466393, 117.0849346592601, 116.963257675507]","[36.66124450030603, 36.65256211851008, 36.68945173629122, 36.65780518130783, 36.68601342427078, 36.7318632253361, 36.65792726893703, 36.64414130738776, 36.71242686288759, 36.64964609700277, 36.61495544676633, 36.63127211517636, 36.64709618886903, 36.66371953143377, 36.72904012425702, 36.71709908477384, 36.72241725977101, 36.68296010152233, 36.68498441346924, 36.70209698378726, 36.69544295867448, 36.67205674118478, 36.66802696050318, 36.70130433092373, 36.68644503069008, 36.65209860064414, 36.68977785545365, 36.69516664680588, 36.64499643153887, 36.66573552629541, 36.70687930364937, 36.674805097078, 36.71998091001086, 36.66034406457576, 36.67160801201145, 36.71857377581011, 36.6755160178088, 36.64074727020999, 36.69358078321704, 36.69084652278125, 36.69672190216559, 36.64563871629219, 36.72823263330208, 36.65707458674036, 36.65471534431912, 36.65784604283314, 36.67403983623365, 36.71568823709386, 36.68449567064539, 36.65154903232381, 36.68057669416925, 36.68233658043767, 36.67691020099245, 36.65752831644706, 36.67457539100305, 36.66497957582664, 36.72755021322045, 36.61033769841009, 36.68595739290408, 36.68256811841836, 36.62641716439895, 36.69898069649735, 36.73791179765472, 36.67388541797464, 36.6575445998423]","[38, 19, 64, 39, 66, 104, 46, 18, 96, 26, 4, 9, 16, 41, 96, 93, 98, 63, 60, 79, 74, 42, 41, 81, 56, 17, 62, 78, 23, 38, 76, 44, 95, 41, 41, 95, 54, 25, 85, 61, 80, 30, 97, 21, 23, 42, 37, 97, 62, 20, 61, 69, 65, 41, 46, 44, 100, 5, 64, 59, 8, 85, 102, 43, 36]"
中国国旅,生活服务;旅行社;旅行社,"[117.0776709382975, 116.9754437325801, 117.1073322168736, 117.0563774930484, 117.1333887051213, 116.9460185193971, 116.9680449845738, 117.1023861755211, 117.0077070370305, 117.0500833884966, 116.9805907615445, 116.9860910262467, 117.0453075269139]","[36.64070118393195, 36.60950292259994, 36.66222223390672, 36.70373815943156, 36.71912139638796, 36.6638453614934, 36.68284194539566, 36.70104528815579, 36.64020673005051, 36.66110572604419, 36.6654775512039, 36.64801965287105, 36.67908585549282]","[25, 3, 44, 78, 97, 35, 55, 81, 21, 41, 37, 20, 59]"
大地鸿红高粱酒坊,购物服务;专卖店;烟酒专卖店,"[117.0596648634961, 116.9215587251832, 116.8613414605425]","[36.69990061561055, 36.63653639520869, 36.64282914506994]","[78, 7, 14]"
张记武岳庙把子肉,餐饮服务;中餐厅;山东菜(鲁菜),"[117.1109261690724, 116.9937089684758, 117.0805143870526, 117.1314751189688, 116.9864842546825]","[36.66405661361203, 36.66483622683985, 36.65707963741576, 36.68573502492775, 36.63066179254266]","[44, 38, 25, 64, 10]"
齐鲁地产,生活服务;中介机构;中介机构,"[117.2005134322829, 117.0442388009245, 116.9194878090972, 117.1461162351988, 117.0657890155266, 116.9500599434622, 117.0560101631943, 117.0407948527634, 117.0282607138249]","[36.68508246016388, 36.69698773920326, 36.67266075959947, 36.65150137464129, 36.66823942900537, 36.68388099856602, 36.68866035189809, 36.65336620943895, 36.65779349382567]","[66, 77, 33, 29, 42, 54, 60, 23, 39]"
顺丰速运,生活服务;物流速递;物流速递,"[117.0997221112594, 117.0289510799092, 117.226776241581, 117.214369265094, 117.0239645167975, 116.9236988024235, 117.0915698917998, 117.0650319247718, 117.0711915863863, 117.0452157600236, 117.0744016569637, 117.1271392145655, 117.0202877403042, 116.9779459638662, 116.9620641985491, 116.9945085444424, 117.0010517934003, 117.0159292007204, 116.9435810869504, 117.049877854051, 117.1321094868154, 117.0469466537093, 116.9760204016703, 116.9813176349397, 117.110239324491, 116.9100095442919, 117.002906637377, 116.9908038412947, 117.1049965626796, 117.1272349966575, 116.9858754694401, 116.978359001048, 116.9086856655032, 117.2246070138756, 117.0861448930476, 117.0551366696978, 117.2910808660019, 117.0860015731058, 117.0468819513279, 117.0122100359567, 116.9084713276794, 117.0832313741637, 117.0792012185752, 117.000655933128, 116.9918442473149, 116.9945117694786, 117.1438795591863, 117.0710282142127, 116.9681599270994, 117.0853005372753, 116.9944214866211, 116.9382537923051, 116.923099119315, 116.9255757856318, 117.0212500583456, 117.0980713855066, 116.9703459621787, 116.9893289410849, 117.1979486214167, 117.0981863378496, 117.134437166249, 116.9437023822997, 116.9441472655807, 117.1319332559839, 117.1116818692634, 117.0488411830352, 117.0350505900432, 117.1125394635621, 117.0269131710562, 117.0668271872383, 117.1467544617424, 116.9674240491961, 117.0670454547999, 117.1280479003698]","[36.72076753633213, 36.65812651776567, 36.68042598737578, 36.66878685272145, 36.65517040405713, 36.62313271700443, 36.68804736633905, 36.68255842810007, 36.70503347195889, 36.65331290988172, 36.69330615888669, 36.69312643610744, 36.64054324417555, 36.63881051628076, 36.65828630529708, 36.70884703759891, 36.67515346215874, 36.6870879410293, 36.69275141780402, 36.68834316661908, 36.72415924369631, 36.67801824951297, 36.62682123166048, 36.66564028431424, 36.6863802099628, 36.68631718347264, 36.61384456855378, 36.69891672683529, 36.68160886147481, 36.69592578176953, 36.65242464621093, 36.68579351733622, 36.6733510784869, 36.69286471488672, 36.64479781165817, 36.66906101852134, 36.6893655069664, 36.65736425855228, 36.65965671799755, 36.62188523680229, 36.6418943484974, 36.69988564648828, 36.66405909938385, 36.64469427403098, 36.68150757119775, 36.69779612111532, 36.66977538767097, 36.67602599038264, 36.67013054768353, 36.66326186009864, 36.65026592712361, 36.63971842754512, 36.67794738108125, 36.6506230185237, 36.71838794010434, 36.65186245377386, 36.71638807131194, 36.61229082246152, 36.67949721393664, 36.70403393248667, 36.66626546941134, 36.6774318071153, 36.72064329445161, 36.65472085623536, 36.66945987462643, 36.6680277946398, 36.678238033145, 36.71110422305048, 36.69872743119401, 36.74410742268896, 36.66732382165254, 36.69572751550581, 36.64256057296326, 36.66114356989078]","[95, 39, 68, 50, 22, 7, 62, 60, 79, 23, 61, 64, 22, 10, 36, 75, 38, 58, 54, 60, 97, 59, 10, 37, 63, 52, 4, 74, 63, 82, 20, 56, 33, 67, 26, 41, 69, 26, 40, 12, 16, 80, 42, 21, 56, 75, 46, 61, 36, 43, 21, 17, 53, 17, 91, 26, 89, 3, 66, 80, 45, 54, 88, 28, 44, 41, 59, 81, 76, 103, 46, 73, 25, 45]"
安奈儿,购物服务;专卖店;儿童用品店,"[116.9702097100575, 117.1902261032788, 117.226409809124, 117.0688747125124, 117.0253954809287, 117.016581455587, 117.1306802539731]","[36.66041979094473, 36.67160696697864, 36.69195549400885, 36.65333409300481, 36.65934104342308, 36.66113521195334, 36.67609393903219]","[36, 48, 67, 25, 39, 39, 64]"
特步,购物服务;体育用品店;体育用品店,"[117.2259568199664, 117.2971920134532, 117.1941721295709, 117.2263423089634, 117.1492134280086, 116.9537172498781, 116.9452629328543, 117.1526533084635, 116.9160182443257, 117.0498348993809, 117.0169833978867, 117.2230699614244, 117.1224504022699, 116.915386210531]","[36.69044416006588, 36.69196791810192, 36.67151538876409, 36.72255373939699, 36.72060029936564, 36.61994810462561, 36.66393291189434, 36.65077937471507, 36.7162634400544, 36.71515806404214, 36.66475385074889, 36.72237558152967, 36.6854325067003, 36.65231216381828]","[67, 69, 49, 100, 98, 1, 35, 29, 86, 93, 39, 100, 64, 16]"
天天教育,科教文化服务;培训机构;培训机构,"[117.0114682450648, 117.0394906692802, 116.9839819914258, 116.9374192777676, 116.9697131925351, 116.9858107592286, 116.9654345083054, 117.0109261560697]","[36.6919497743843, 36.71028941258008, 36.6763396704282, 36.67541022217627, 36.71046469143005, 36.69718800591822, 36.67256551682452, 36.68641686238503]","[58, 77, 56, 53, 73, 74, 36, 57]"
阿男爆肚,餐饮服务;餐饮相关场所;餐饮相关,"[116.8960993166929, 117.0016209629997, 117.0811762392536, 117.2256204411645, 116.9840434862979]","[36.68061810954134, 36.66055374331481, 36.66020639208761, 36.69267852310989, 36.69643881807169]","[51, 38, 42, 67, 74]"
董立兵烤鸭店,餐饮服务;餐饮相关场所;餐饮相关,"[117.1304938467416, 116.956496606832, 116.8933279929287, 116.927498360083, 116.9987788483593, 117.0498997820025]","[36.66028343153416, 36.67147842645069, 36.65888837360544, 36.64220245565308, 36.67367629124922, 36.67970455647663]","[45, 35, 32, 17, 38, 60]"
中住地产,生活服务;中介机构;中介机构,"[116.9214609436997, 117.0649623326131, 117.0790618273782, 117.0434302259931, 116.9203945166107, 117.0483401670317, 116.968436385302, 117.0275277548649, 116.9719992378688, 117.1750832040329, 116.8914455425711, 117.0543500587027, 117.1137683581419, 116.8918189257497, 116.979087549894, 117.135617884694, 116.9573016170709, 116.9688378272641, 117.1278117540997, 117.0003210382259, 117.1261111774936, 117.1040814068441, 117.0525890907268, 117.0561104540775, 117.0561120637395, 117.0649051712388, 117.0481772907909, 116.9457070863563, 116.9445571458436, 116.9592947066829, 116.9823636855869, 117.0597000093529, 117.0711398030318, 117.1079302528674, 117.1252789403321, 116.9198434914797, 117.1156412269134, 117.0916192544755, 116.9955677056421, 117.0449114122459, 117.1507481559609, 117.0067048466774, 117.118115903523, 116.9548783510849, 117.1708292988695, 116.9628347855794, 117.0076540431825, 116.9113226975825, 117.0839847706741, 117.1186457612208, 116.9672955513453, 117.0429248894657, 117.064129030977, 117.0739577152639, 117.004730473634, 117.0462700328201, 116.9812068795853, 117.0447165281835, 116.9077516793458, 116.9624920898577, 117.1995461490504, 117.1368546216479, 116.8933380630405, 117.0448776025594, 116.9752524604282, 117.0469139653148, 117.0678358667228, 117.0863775705191, 117.0345261675306, 117.0320121910792, 116.9632232303409, 117.0915124646134, 117.1014636605308, 117.091061739694, 117.098296827309, 116.9048725800461, 117.1028842299408, 117.1283393498836, 117.2188347787073, 116.980598070729, 117.10365344118, 117.0567136322162, 117.009428349766, 117.1467353884004, 117.1566669888295, 116.9776693038844, 117.1025903903001, 117.1496316482554, 117.0338109916743, 117.0054974986534, 116.9252406657212, 117.0954711257887, 116.9163272720356, 116.9055614655689, 117.1147877326807, 117.0399998503218, 116.974464074339, 116.9654923243365, 117.0012156929398, 117.1035891462242, 117.0785779460606, 117.1180356607833, 117.0562831601078, 117.1340201625476, 116.9960489693838, 117.071312695485, 117.1283529230038, 117.0987075712863, 117.0616341650904, 117.0560472439561, 116.9766087085851, 117.0062151620849, 117.1969166933316, 117.0208534821607, 117.1006976962428, 117.113019355364, 117.0898321548172, 116.9805299320061, 117.1175422547037, 116.8954923077816, 116.9728700525202, 117.293886092879, 116.9861814008043, 117.1198397663684, 117.0423846862899, 116.995180080062, 116.9936675424143, 116.9790059915484, 116.9755888912052, 117.1470855232374, 117.09492416924, 116.9751431345933, 117.1899070666295, 117.0776130575632, 117.1397575881019, 116.9081823372888, 117.0899493362538, 117.0870456817861, 116.8885961820116, 117.0085053597935]","[36.67327221708591, 36.66288871721307, 36.68635331011716, 36.65438694298803, 36.67795749238401, 36.65479384943534, 36.6559124992955, 36.69939040631635, 36.67985670026671, 36.67317733863744, 36.62280057362398, 36.65751740555197, 36.67415070376677, 36.65535429665884, 36.68002498646367, 36.67387554667365, 36.67184619482073, 36.67347858782778, 36.65142416600573, 36.68344049939628, 36.6925714622716, 36.66484579269451, 36.69850283387481, 36.73606249408559, 36.68725807382639, 36.69139501023869, 36.64043180239353, 36.64951274429497, 36.67333958521024, 36.66737891531076, 36.68777535865249, 36.6979098364848, 36.68658726616691, 36.69788630849553, 36.66977069134942, 36.68788785690925, 36.69344027816527, 36.64997687521518, 36.65719422536392, 36.64710527699185, 36.64971259321188, 36.67108295373793, 36.69348967147233, 36.64514844731647, 36.67504328629997, 36.65324433505771, 36.61549936757068, 36.64965492493109, 36.68103728663611, 36.63737371056746, 36.65054690674034, 36.67139157844294, 36.65466676844513, 36.68148897510671, 36.66982165345334, 36.66638480278436, 36.67669676720935, 36.64264135195598, 36.67465377822813, 36.67157301089465, 36.68513303294248, 36.67366058138396, 36.64890242537445, 36.68131533500105, 36.65532946341158, 36.64121479052081, 36.66908856740218, 36.66316261320039, 36.67189623133847, 36.67198329619961, 36.65371801674208, 36.66604608534022, 36.67113774576709, 36.66602511786629, 36.67359219215422, 36.68714627890306, 36.66592056399663, 36.68616342480207, 36.70255492503829, 36.66241441022552, 36.67298155894186, 36.69512413358141, 36.62564221818748, 36.71996037680777, 36.67150702964086, 36.63727024526754, 36.66451429813358, 36.64634263292037, 36.67822101689293, 36.61356192839661, 36.67697129309273, 36.6523616464917, 36.67423688452369, 36.68139760914388, 36.71056651810121, 36.64135918271275, 36.64336895926904, 36.65402773147084, 36.67861180842579, 36.6668403250161, 36.6474195858976, 36.64300272963188, 36.70002369030238, 36.73101153565908, 36.65393473680778, 36.67624058711581, 36.73338795291063, 36.6750473978145, 36.68372109625697, 36.70453117761762, 36.64688661193635, 36.60693756508137, 36.67501045995606, 36.6581290759824, 36.6626846655649, 36.66209150176561, 36.64334797987447, 36.67527766842055, 36.68685728686536, 36.68375213877482, 36.63100588370982, 36.68245039697661, 36.65909466584061, 36.68884142762341, 36.6620784638715, 36.62428303154561, 36.65238394972512, 36.66116190180439, 36.61162028956692, 36.65407349624805, 36.65384168063197, 36.67141791001959, 36.69388046595933, 36.64035442857461, 36.64071022736597, 36.68221183093267, 36.68443674931201, 36.68322699428167, 36.62293875427826, 36.60709065156265]","[34, 41, 61, 23, 52, 24, 19, 76, 55, 48, 6, 41, 44, 15, 56, 45, 36, 36, 28, 57, 64, 44, 78, 102, 60, 60, 24, 18, 35, 36, 56, 78, 61, 81, 45, 52, 81, 26, 21, 23, 29, 38, 81, 18, 47, 19, 4, 16, 62, 13, 19, 40, 24, 61, 38, 40, 56, 23, 33, 36, 66, 45, 15, 59, 20, 23, 42, 43, 40, 40, 19, 43, 44, 43, 43, 52, 44, 64, 85, 37, 44, 78, 11, 98, 47, 10, 44, 29, 59, 4, 53, 26, 33, 52, 81, 23, 19, 19, 57, 44, 25, 27, 78, 104, 21, 61, 104, 43, 60, 78, 20, 4, 49, 39, 43, 44, 26, 37, 63, 51, 9, 69, 37, 64, 40, 11, 21, 37, 3, 29, 26, 36, 84, 25, 29, 52, 62, 62, 6, 4]"
周大生,购物服务;专卖店;珠宝首饰工艺品,"[116.9761511728792, 117.0568755314142, 117.0936142368424, 117.1912897653298, 117.1214696280153, 117.1173628507726, 116.9982314490294, 117.0762326173066, 117.0168065185398, 116.9727983032693, 117.1029870267993, 117.04894338167, 117.0247370258182, 117.006970174337, 117.0088305059195, 117.1264297147484, 117.226596011525]","[36.63296523984194, 36.68375207054445, 36.65827387243417, 36.67155874189929, 36.68455793060352, 36.68059004441349, 36.66284664357837, 36.6871286755629, 36.66125649804773, 36.64950606668142, 36.66769651649977, 36.71600518265826, 36.65940175807656, 36.68470865505609, 36.64680544357009, 36.71686426230809, 36.69073238654199]","[10, 60, 43, 49, 64, 63, 38, 61, 39, 19, 44, 93, 39, 57, 21, 97, 67]"
瓦香鸡,餐饮服务;中餐厅;中餐厅,"[117.0101807188295, 117.0123794509361, 116.9495119831449, 117.0671360341011]","[36.62957669250698, 36.66508389476211, 36.71869994851319, 36.64467320622031]","[11, 39, 88, 25]"
韩城国际跆拳道,体育休闲服务;运动场馆;跆拳道场馆,"[117.0928956162822, 116.9690655543725, 116.9718427912004, 116.8959036393156, 117.0637454027925, 117.1276340641471, 117.1981302339893, 117.1286045603503, 117.1039389091069, 117.0164977646548, 116.9702946279252, 116.9141201635283, 117.1347832475678, 116.9024418667296, 117.0912790562056, 117.0219584447984, 117.0991352037646, 117.0722865097727, 116.9696714772921, 116.8901500052292, 116.9990418038258]","[36.71870968834322, 36.72186809013343, 36.63545918834615, 36.67862735341766, 36.73672105973764, 36.7338476938628, 36.68510496780235, 36.66088147497641, 36.70372928397049, 36.6967661822332, 36.65803500753609, 36.66230014834576, 36.73041407019378, 36.66017784064305, 36.68812832610232, 36.61079003013028, 36.6861835484663, 36.68950836313044, 36.66421797601336, 36.62175888537546, 36.67277604949848]","[95, 89, 9, 51, 102, 104, 66, 45, 81, 76, 36, 33, 104, 32, 62, 5, 62, 61, 36, 6, 38]"
德力西电气,购物服务;家居建材市场;建材五金市场,"[117.0363045416085, 117.0365600337925, 117.0344230334895, 117.0213952096611, 116.9617673833766]","[36.69276592663624, 36.68944843202596, 36.69380472453209, 36.71196371478879, 36.65786234333622]","[59, 59, 77, 91, 36]"
夏娃之秀,购物服务;服装鞋帽皮具店;服装鞋帽皮具店,"[117.092450713319, 116.9906906905648, 117.1165303234717, 116.9764738714648, 116.9765647443406]","[36.68528109974535, 36.65995643135447, 36.68023344985807, 36.63247958387461, 36.67528736523133]","[62, 37, 63, 10, 37]"
九木杂物社,购物服务;家居建材市场;家居建材市场,"[116.973229564235, 117.0939059955988, 117.1307113051956, 117.026498637197]","[36.64911006889898, 36.65917833957389, 36.6759760559677, 36.66461190400428]","[19, 43, 64, 39]"
茶百道,餐饮服务;冷饮店;冷饮店,"[116.9028166891182, 116.971970754034, 117.2254784782779, 117.0731571304456, 117.0130832421912, 116.9521459708272, 117.055060076607, 116.9164884105411, 117.126340069036, 117.0368239157307, 116.989324672202, 117.1291895397738, 117.0263641042705, 117.0327046431918, 116.9031806764593, 116.9855502374239, 117.0387045715512, 117.0580557371793, 117.0251898373153, 117.0173886728758, 116.9690693994272, 117.1040690741202, 117.1265368040225, 116.9696919094272, 116.9970207435491, 117.0699585803679, 116.9759314162665, 116.9755619289693, 117.0171245865882]","[36.67717924046104, 36.64913365471666, 36.69187393889063, 36.68034036724123, 36.62311198133536, 36.61807890764722, 36.70207935540933, 36.65192141548104, 36.66955716665396, 36.70874148889999, 36.69551840198466, 36.6756101801919, 36.6650389947202, 36.65474516965943, 36.67411803244593, 36.63122528760609, 36.6555175548412, 36.68255699711478, 36.66320722288935, 36.6653453389029, 36.63265566497497, 36.66772301534468, 36.71708025950069, 36.65955677330172, 36.66272141235151, 36.65458622134529, 36.67518427853389, 36.61229897909824, 36.66681418236688]","[51, 19, 67, 61, 12, 1, 78, 16, 45, 77, 74, 64, 39, 23, 32, 10, 23, 60, 39, 39, 9, 44, 97, 36, 38, 25, 37, 3, 39]"
踏浪电动车,购物服务;专卖店;自行车专卖店,"[116.9067058820837, 116.9550137597695, 117.0486122346644, 116.9842892354497, 117.1135314914534, 116.9321002955308, 117.0857237351382]","[36.64712412805435, 36.67345983859416, 36.69958140087991, 36.71607043950932, 36.68923704369102, 36.65954507688545, 36.70147776324183]","[16, 35, 78, 90, 63, 34, 80]"
尚聚抗衰纤体中心,生活服务;美容美发店;美容美发店,"[117.1447475107893, 117.0144447712658, 117.0832960605696, 117.0719921780262, 117.1168037627405, 117.1234062682953, 117.0557706036243]","[36.73441646579764, 36.66561757954846, 36.64999464387767, 36.74000185698249, 36.6866876626469, 36.6856365050426, 36.71627003372392]","[105, 39, 26, 103, 63, 64, 93]"
丝域养发馆,生活服务;美容美发店;美容美发店,"[117.1169444204195, 117.073912726027, 116.9731094048656, 116.9778554970006, 116.9953079185279]","[36.69048540185265, 36.68201268380529, 36.60981448691168, 36.63745158998417, 36.65649344530213]","[63, 61, 2, 10, 21]"
昆悦超市,购物服务;便民商店/便利店;便民商店/便利店,"[117.0758188455579, 117.1182434166369, 117.0124511392471, 116.9484525970743, 117.0467080278696, 117.0293691145324]","[36.6470066989435, 36.63775806674439, 36.69172704428411, 36.68163402297049, 36.69848079608779, 36.67922542066382]","[25, 13, 58, 54, 77, 59]"
百顺养车,汽车服务;汽车养护/装饰;汽车养护,"[116.9678933509274, 117.2886279970555, 117.1103283026727, 117.2310635354543, 116.9111961868334, 117.1268115906854]","[36.72120578208753, 36.69320183659999, 36.68686197228336, 36.72194174722841, 36.67456376239071, 36.73015705376574]","[89, 69, 63, 101, 33, 104]"
云快充汽车充电站,汽车服务;充电站;充电站,"[117.0816644768965, 117.1407161610461, 116.9771417494157, 117.0489550975862, 117.0163686046108, 116.91839527706, 116.9218245442803, 117.0806798130625, 116.9808417207622, 116.9401497915126, 116.9905702738755]","[36.70525688872116, 36.665610703105, 36.62626127990282, 36.73559130712926, 36.64102097337798, 36.64993678153454, 36.67951091414518, 36.69501492809483, 36.66519297879408, 36.65340563779899, 36.72202549841018]","[79, 46, 10, 102, 22, 16, 53, 79, 37, 18, 90]"
海澜之家,购物服务;服装鞋帽皮具店;品牌服装店,"[116.9897149191058, 117.2227688233595, 117.0481576490108, 117.1148424454893, 117.0339129093863, 117.192753002238, 117.1274246043291, 117.0562508474636, 116.9765007258498, 116.9159422103601, 117.0250143334694, 116.9685862509238, 117.1163970478517, 116.9697336585578, 116.9529659363075, 117.1223673032772, 116.9761514454762, 116.9981448298504]","[36.69598491639604, 36.72228241434597, 36.71633646383222, 36.64394208852415, 36.67575131087162, 36.67156310499365, 36.71848849698999, 36.70345854076357, 36.63277533094193, 36.6530472291568, 36.66482569566315, 36.66072115060988, 36.68185930294819, 36.66029420565088, 36.61961408722603, 36.68563528246168, 36.61242119143655, 36.66281792517959]","[74, 100, 93, 27, 59, 49, 97, 78, 10, 16, 39, 36, 63, 36, 1, 64, 3, 38]"
全网通手机卖场,购物服务;家电电子卖场;手机销售,"[117.0326849094487, 116.9387561576419]","[36.67936105, 36.64147944586546]","[59, 17]"
冰冰酱,餐饮服务;冷饮店;冷饮店,"[116.9027598615659, 117.0946902318712, 116.98469495314, 116.9321580532342, 117.1109940570128, 117.0053926889394, 117.0600140106446, 117.1266670860373, 116.9681171906933, 117.0374260492286, 117.0558668197876, 117.024511530949]","[36.67606994842684, 36.65413547674324, 36.65802181274922, 36.66041845111287, 36.68261614542003, 36.60697400939828, 36.68276796790273, 36.65505447070777, 36.63305108100701, 36.65440214961769, 36.70354510118683, 36.66267635664523]","[51, 26, 37, 34, 63, 4, 60, 28, 9, 23, 78, 39]"
陋室茗奶茶,餐饮服务;餐饮相关场所;餐饮相关,"[117.1050013140527, 117.1683771639748, 117.0192615521236]","[36.70109252072341, 36.67209453104213, 36.625687867411]","[81, 47, 12]"
启明星幼儿园,科教文化服务;学校;幼儿园,"[117.0562236222228, 117.0093732106467, 117.0529528052173, 117.0425994049462]","[36.68862303358629, 36.69988888363371, 36.70106356397965, 36.69346941497577]","[60, 75, 78, 77]"
不同板面,餐饮服务;快餐厅;快餐厅,"[117.0892423139548, 117.0360442735265, 117.0344619244332, 117.0425135891223, 117.0736602953616, 116.9910449061951, 117.0277668984768]","[36.66290820295002, 36.71179233711866, 36.69355079261343, 36.68553161807309, 36.67187621338901, 36.69787065951076, 36.65499747112615]","[43, 92, 77, 59, 42, 74, 22]"
贝壳酒店,住宿服务;宾馆酒店;宾馆酒店,"[117.1472550522612, 116.9840744287263, 117.0044132799135, 117.0073282048491, 117.0547718158223, 117.1302614896902, 116.8907821069907]","[36.69548804998971, 36.66883204968718, 36.68368996155889, 36.67084524038005, 36.68480380412809, 36.66965634785317, 36.66583667976918]","[83, 37, 57, 38, 60, 45, 32]"
五粮液专卖店,购物服务;专卖店;烟酒专卖店,"[116.9854085315511, 117.0494292775832, 116.9680898052331, 116.9652419999915, 117.2201865653054, 117.0092095075127, 117.1154811809713, 117.1143056627258]","[36.64307768238393, 36.69591120154948, 36.68283582501816, 36.65684569815998, 36.67675541906343, 36.61472519594725, 36.69297542377393, 36.65673188735082]","[20, 78, 55, 19, 67, 4, 63, 27]"
欧诺爱烘焙,餐饮服务;糕饼店;糕饼店,"[116.9547701821383, 117.0417721318088, 117.064542623998, 117.0693798769282, 117.0803584944635, 116.9749593073542, 117.0104809598194, 117.0718325849321, 117.1240869196709, 117.0911625662404]","[36.6411041282849, 36.68423502211785, 36.7374385802952, 36.64377832370311, 36.64910854852994, 36.64067913163434, 36.61616661393244, 36.68682347058385, 36.68566930394563, 36.64964609257164]","[18, 59, 102, 25, 25, 19, 4, 61, 64, 26]"
佳宜酒店,住宿服务;宾馆酒店;宾馆酒店,"[117.0495995691533, 117.3012203241103, 116.9909741536142, 116.919539143511, 117.0071917073857, 116.9515408903097, 117.0286909500723, 116.907272873522]","[36.67164413329206, 36.68016041838516, 36.67159440490597, 36.65019344956816, 36.67156720021724, 36.61971337400735, 36.65905961506407, 36.65034791001416]","[41, 70, 37, 16, 38, 1, 39, 16]"
馋思侬麻辣烫,餐饮服务;快餐厅;快餐厅,"[116.99401910259, 117.1193163368166, 116.9946992270407, 117.0185549133612, 117.2256856205636, 117.1071068396352, 117.1222962137024, 117.1764821475473]","[36.6694034642434, 36.68028224852795, 36.70424641805915, 36.66543599688729, 36.69131543045904, 36.66504236298254, 36.68585306288015, 36.71311856569089]","[38, 64, 75, 39, 67, 44, 64, 99]"
